image_name,ctr,black_x,text,girl,headwear,poster,fun,skyblue
imgcontent.drake_imgtemp.achalf,0.00485375238997532,0.17004218697547913,0.0,0.0,0.0,0.0,0.0,0.0
imgcontent.dram-pressshotv2_imgtemp.pressshot,0.00799569979170866,0.3886488974094391,0.0,0.0,0.0,0.0,0.6582903265953064,0.0
imgcontent.durandjonestheindication-deadoceans_imgtemp.merlinmachinet3,0.03550391920974745,0.02151111140847206,0.0,0.0,0.0,0.0,0.5869891047477722,0.0
imgcontent.edsheeran_imgtemp.3phones,0.005123011501605013,0.0,0.8603262305259705,0.0,0.0,0.0,0.0,0.011223629117012024
imgcontent.edsheeran_imgtemp.avhalf,0.006010998060072971,0.028860758990049362,0.8893862366676331,0.0,0.0,0.0,0.0,0.0
imgcontent.familymotherfatherstreaming-1200x627-everygreen - ad51_imgtemp.lifestyle-canvas,0.004634227077126779,0.013670885935425758,0.0,0.6962118744850159,0.0,0.0,0.0,0.0
imgcontent.fifthharmony_imgtemp.achalf,0.01136842950971137,0.0,0.9192930459976196,0.0,0.10331856831908226,0.0,0.0,0.0
imgcontent.foofighters-1_imgtemp.pressshot,0.005137466139427717,0.2529999911785126,0.0,0.0,0.09883160889148712,0.0,0.8513352870941162,0.0
imgcontent.foofighters-2_imgtemp.pressshot,0.0066050198150594455,0.2988666594028473,0.0,0.0,0.0,0.0,0.0,0.0
imgcontent.g-eazy-halsey-himandi_imgtemp.achalf8gradient,0.007347667342799189,0.1908016949892044,0.0,0.0,0.0,0.7357863187789917,0.0,0.013586497865617275
imgcontent.gdragon-palette_imgtemp.achalf,0.007297970808116768,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imgcontent.geazy-beautifulanddamned-notes_imgtemp.geazy-notescampaign,0.006149448931424983,0.13924050641556582,0.8758715987205505,0.0,0.0,0.0,0.0,0.0
imgcontent.geazy-beautifulanddamned-notes_imgtemp.notescampaign,0.006764601948609218,0.13924050641556582,0.8758715987205505,0.0,0.0,0.0,0.0,0.0
imgcontent.geazy-beautifulanddamned_imgtemp.achalf8gradient,0.0064517048694263885,0.1928270012140274,0.0,0.0,0.0,0.7395127415657043,0.0,0.013586497865617275
imgcontent.geazy_imgtemp.achalf8gradient,0.007892401811983375,0.1908016949892044,0.0,0.0,0.0,0.6610115766525269,0.0,0.013586497865617275
imgcontent.geazycharlieputh-sober_imgtemp.achalf8gradient,0.007387412984798977,0.1928270012140274,0.0,0.0,0.0,0.7395127415657043,0.0,0.013586497865617275
imgcontent.gengahr-awalkobalt_imgtemp.merlinmachinet3,0.047040393147811346,0.0,0.0,0.0,0.0,0.0,0.6224051117897034,0.0
imgcontent.guccimane-pressshot_imgtemp.pressshot,0.008013527104016465,0.7633663415908813,0.0,0.0,0.0,0.0,0.0,0.0
imgcontent.guycolor1_imgtemp.lifestyle-logo,0.006228488176051813,0.06801687926054001,0.0,0.0,0.0,0.0,0.634616494178772,0.0
imgcontent.gwenstefani-youmakeitfeellikechristmas_imgtemp.achalf8gradient,0.003984805023645244,0.013248945586383343,0.8953116536140442,0.0,0.0,0.0,0.0,0.0
imgcontent.halsey-pressshot_imgtemp.pressshot,0.007096624461693185,0.0,0.0,0.6015848517417908,0.0,0.0,0.0,0.0
imgcontent.harrystyles_imgtemp.avhalf,0.005702699277658091,0.02047819954653581,0.8998563289642334,0.0,0.0,0.0,0.0,0.0
imgcontent.hotsnakes-subpop_imgtemp.merlinmachinet3,0.008674860171508997,0.03801587224006653,0.0,0.0,0.0,0.0,0.8571271300315857,0.0
imgcontent.jasonaldean-youmakeiteasy_imgtemp.achalf8gradient,0.009698825931597753,0.0,0.9087138772010803,0.0,0.15432225167751312,0.7112166285514832,0.0,0.07898734509944916
imgcontent.jayz-444_imgtemp.artist-video,0.03613419653284051,0.45420634746551514,0.0,0.0,0.0,0.0,0.0,0.0
imgcontent.jayz-kill30sec_imgtemp.artist-video,0.0517199035250308,0.45420634746551514,0.0,0.0,0.0,0.0,0.0,0.0
imgcontent.jbalvin_imgtemp.achalf8gradient,0.005504313134258304,0.008354430086910725,0.9127142429351807,0.0,0.0,0.7628258466720581,0.0,0.08042193949222565
imgcontent.juanes-lacamisanegra_imgtemp.achalf8gradient,0.009812470065211784,0.06472574174404144,0.0,0.0,0.5477205812931061,0.0,0.0,0.015611814334988594
imgcontent.juanes_imgtemp.avhalfwide8gradient,0.012271438349467097,0.0,0.0,0.0,0.0,0.0,0.0,0.0023931623436510563
imgcontent.juanluisguerra-cuandomeenarmoro_imgtemp.achalf8gradient,0.013885410374648261,0.0,0.906777024269104,0.0,0.14101797342300415,0.0,0.0,0.013924051076173782
imgcontent.justintimberlake-albumcover-manofthewoods_imgtemp.pressshot,0.0026821114825468398,0.0,0.8951852917671204,0.0,0.0,0.0,0.0,0.0
imgcontent.justintimberlake-filthy_imgtemp.pressshot,0.012805029109376935,0.0846666656434536,0.0,0.0,0.0,0.0,0.0,0.0
imgcontent.justintimberlake-manofthewoods_imgtemp.pressshot,0.0029328569301771625,0.03136666608043015,0.0,0.0,0.0,0.0,0.0,0.0
imgcontent.justintimberlake-pressshot-filthy_imgtemp.pressshot,0.010497769224039891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imgcontent.justintimberlake-pressshot-manofthewoods_imgtemp.pressshot,0.009847400216503125,0.03136666608043015,0.0,0.0,0.0,0.0,0.0,0.0
imgcontent.justintimberlake-supplies_imgtemp.pressshot,0.013501981942303457,0.0,0.8951852917671204,0.0,0.0,0.0,0.0,0.0
imgcontent.justintimberlake_imgtemp.achalf8gradient,0.00625774970785274,0.003913894295692444,0.8924161195755005,0.0,0.0,0.0,0.0,0.01594911888241768
imgcontent.justintimberlakeachalf_imgtemp.achalf8gradient,0.004805671985949336,0.009955555200576782,0.8851522207260132,0.0,0.0,0.0,0.0,0.006266666343435645
imgcontent.kanyewest_imgtemp.3phones,0.005889740393077149,0.01713080145418644,0.9146447777748108,0.0,0.0,0.0,0.0,0.0
imgcontent.kanyewest_imgtemp.avhalf8gradient,0.0075336039609478775,0.030085470527410507,0.8854506611824036,0.0,0.0,0.0,0.0,0.0025641026441007853
imgcontent.kasbo-ninjatune_imgtemp.merlinmachinet3,0.006328763788849426,0.10261904448270798,0.0,0.0,0.0,0.0,0.0,0.0
imgcontent.katyperry-pressshot_imgtemp.pressshot,0.006895618731036082,0.10026666522026062,0.0,0.0,0.0,0.0,0.0,0.0
imgcontent.katyperry-roar_imgtemp.achalf,0.0015830261437811072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imgcontent.katyperry_imgtemp.3phones,0.005984779655083312,0.0,0.9001021385192871,0.0,0.0,0.0,0.0,0.0
imgcontent.katyperry_imgtemp.avhalf,0.007558674847621681,0.0077637131325900555,0.9352324604988098,0.0,0.0,0.0,0.0,0.0
imgcontent.kehlani-distraction_imgtemp.achalf,0.009702303831777092,0.0022504893131554127,0.8855444192886353,0.0,0.0,0.0,0.0,0.0
imgcontent.kehlani-distraction_imgtemp.achalf8gradient,0.006956339357499912,0.0,0.9027215242385864,0.0,0.21607346832752228,0.6701364517211914,0.0,0.01230769231915474
imgcontent.kehlani-distractoin_imgtemp.achalf8gradient,0.00775470480451379,0.0,0.9027215242385864,0.0,0.21607346832752228,0.6701366305351257,0.0,0.01230769231915474
imgcontent.kehlani-pressshot_imgtemp.pressshot,0.016211293503348795,0.20213332772254944,0.0,0.8608883023262024,0.0,0.0,0.0,0.0
imgcontent.kehlani_imgtemp.achalf,0.00815778990626713,0.0022504893131554127,0.8855444192886353,0.0,0.0,0.0,0.0,0.0
imgcontent.kellyclarkson_imgtemp.achalf,0.023360938578329882,0.01578059047460556,0.0,0.0,0.0,0.0,0.0,0.0
imgcontent.kelseaballerini-legends_imgtemp.achalf,0.008069501570214554,0.0,0.0,0.0,0.2471836507320404,0.0,0.0,0.0
imgcontent.kendrick-dna_imgtemp.achalf8,0.0059962761207976575,0.0,0.0,0.0,0.0,0.66276615858078,0.0,0.0
imgcontent.kendricklamar-dna_imgtemp.achalf,0.008295912181775228,0.0,0.0,0.0,0.0,0.7299723029136658,0.0,0.0
imgcontent.kendricklamar-dna_imgtemp.achalf8,0.007219813743338476,0.0,0.0,0.0,0.0,0.66276615858078,0.0,0.0
imgcontent.kendricklamar-dna_imgtemp.achalf8gradient,0.005030466363645253,0.0,0.0,0.0,0.0,0.7129215598106384,0.0,0.0043347051832824945
imgcontent.kendricklamar-dna_imgtemp.achalf8gradient-get3mosfree,0.0062404694026387325,0.0,0.860261857509613,0.0,0.0,0.0,0.0,0.0390313391884168
imgcontent.kendricklamar-dna_imgtemp.avhalf,0.008276667600125418,0.008270042017102242,0.8826975226402283,0.0,0.0,0.0,0.0,0.0
imgcontent.kendricklamar-humble_imgtemp.achalf8gradient-get3mosfree,0.0061295173859545185,0.0,0.8602619171142578,0.0,0.0,0.0,0.0,0.0390313391884168
imgcontent.kendricklamar-humble_imgtemp.achalf8gradientcta-get3mosfree,0.007605668591188367,0.0,0.860261857509613,0.0,0.0,0.0,0.0,0.0390313391884168
imgcontent.kendricklamar-humblecollectors_imgtemp.achalf8gradiant,0.016054526942946568,0.05358649790287018,0.8920837640762329,0.0,0.0,0.7467939257621765,0.0,0.012489451095461845
imgcontent.kendricklamar-humblecollectors_imgtemp.achalf8gradient,0.007018885967009323,0.05358649790287018,0.8920837640762329,0.0,0.0,0.7467939257621765,0.0,0.012489451095461845
imgcontent.kendricklamar-love_imgtemp.holidayhandnote,0.01212399100030923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imgcontent.kendricklamar_imgtemp.3phones,0.00480436033877201,0.0,0.887529730796814,0.0,0.07988104224205017,0.0,0.0,0.0
imgcontent.kerokerobonito-awalkobalt_imgtemp.merlinmachinet3,0.030845561851970998,0.12811111379414797,0.0,0.5309654474258423,0.24999657273292542,0.0,0.7273336052894592,0.0
imgcontent.kodakblack_imgtemp.achalf,0.009386246474078397,0.03111545881256461,0.0,0.0,0.0,0.7752073407173157,0.0,0.0
imgcontent.kyle-pressshot_imgtemp.pressshot,0.007887852548046723,0.32686665654182434,0.0,0.0,0.0,0.0,0.512260913848877,0.0
imgcontent.ladyantebellum-needyounow_imgtemp.achalf,0.004544912678071169,0.1050632894039154,0.8567755222320557,0.0,0.0,0.7464333176612854,0.0,0.0
imgcontent.ladyantebellum_imgtemp.avhalf,0.008220645334047396,0.03355836837242047,0.8988170027732849,0.0,0.0,0.0,0.0,0.0
imgcontent.ladygaga-millionreasons_imgtemp.achalf,0.0060724827018919045,0.0,0.0,0.0,0.5120428651571274,0.0,0.0,0.0
imgcontent.ladygaga-millionreasons_imgtemp.achalf8gradiant,0.007741920285648422,0.0,0.0,0.0,0.4954811632633209,0.0,0.0,0.01477495115250349
imgcontent.ladygaga-pokerface_imgtemp.holidayhand,0.008510004645053462,0.10801687836647034,0.0,0.0,0.0,0.0,0.0,0.0
imgcontent.ladygaga_imgtemp.3phones,0.004706835521175937,0.013248945586383343,0.8554438352584839,0.0,0.4486871212720871,0.0,0.0,0.0
imgcontent.lal1tea-skatesquare_imgtemp.lifestyle,0.0021580136647457583,0.11568889021873474,0.0,0.0,0.0,0.0,0.6830601692199707,0.0
imgcontent.laltea-guycolor1_imgtemp.lifestyle-logo,0.008009672931123755,0.06801687926054001,0.0,0.0,0.0,0.0,0.634616494178772,0.0
imgcontent.lanadelray-lustforlife_imgtemp.achalf,0.003952450142664629,0.007468354422599077,0.0,0.0,0.0,0.0,0.0,0.0
imgcontent.liampayneritaora-foryou_imgtemp.achalf8gradient,0.0031798422154242474,0.0664134994149208,0.914300262928009,0.0,0.14314326643943787,0.0,0.0,0.013670885935425758
imgcontent.lifestyle-friends-evergreen_imgtemp.lifestyle-logo,0.006676741199301535,0.09949366841465235,0.0,0.7419437170028687,0.0,0.0,0.622018575668335,0.0
imgcontent.lifestyle-guycolor-evergreen_imgtemp.lifestyle-nologo,0.0062148573837465205,0.0762869194149971,0.0,0.0,0.0,0.0,0.6419376134872437,0.0
imgcontent.lifestyle-guycolor_imgtemp.lifestyle-nologo,0.009272290273072133,0.0762869194149971,0.0,0.0,0.0,0.0,0.6419376730918884,0.0
imgcontent.lifestyle-maroonsweater-evergreen_imgtemp.lifestyle-logo,0.006601875353437052,0.04776371270418167,0.0,0.0,0.0,0.0,0.0,0.0
imgcontent.lifestyle-yellowwall_imgtemp.lifestyle-nologo,0.009243880523865277,0.028804500587284565,0.0,0.662098228931427,0.0,0.0,0.7101047039031982,0.0
imgcontent.lifestyle-yellowwall_imgtemp.lifestyle-nologo-canvas,0.010256038121500187,0.028804500587284565,0.0,0.662098228931427,0.0,0.0,0.7101047039031982,0.0
imgcontent.lifestyle_imgtemp.bb-library-nashville-skate_park-harkey-004441,0.009807374085055304,0.14025317132472992,0.0,0.5685178637504578,0.1265093833208084,0.0,0.5806561708450317,0.0
imgcontent.lifestyle_imgtemp.bb-new-york-prospect-park-peden-munk-a019295,0.008043662568885121,0.0,0.0,0.751966118812561,0.0,0.0,0.7246077656745911,0.0
imgcontent.lildicky-freakyfriday_imgtemp.achalf8gradient,0.005212832504244735,0.0,0.8702811002731323,0.0,0.0,0.6923640966415405,0.0,0.053586496971547604
imgcontent.lilyachty-coldplay_imgtemp.lilyachty-video,0.003844787283777466,0.05417777597904205,0.0,0.0,0.2952016592025757,0.0,0.0,0.0
